"id";"reputation";"id_community";"profile_1";"profile_2";"questions";"answers";"comments"
"70092";"1";"10";"1";"1";"0";"0";"0"
"70093";"1";"10";"1";"1";"0";"0";"0"
"70095";"1";"10";"1";"1";"0";"0";"0"
"70098";"1";"10";"1";"1";"0";"0";"0"
"70101";"1";"10";"1";"1";"0";"0";"0"
"70102";"1";"10";"1";"1";"0";"0";"0"
"70103";"1";"10";"1";"1";"0";"0";"0"
"70104";"1";"10";"1";"1";"0";"0";"0"
"70105";"1";"10";"1";"1";"0";"0";"0"
"70106";"1";"10";"1";"1";"0";"0";"0"
"70107";"1";"10";"1";"1";"1";"0";"0"
"70109";"1";"10";"1";"1";"0";"0";"0"
"70110";"1";"10";"1";"1";"0";"0";"0"
"70111";"1";"10";"1";"1";"0";"0";"0"
"70113";"1";"10";"1";"1";"0";"0";"0"
"70115";"1";"10";"1";"1";"0";"0";"0"
"70116";"1";"10";"1";"1";"0";"0";"0"
"70117";"1";"10";"1";"1";"0";"0";"0"
"70118";"1";"10";"1";"1";"1";"0";"1"
"70119";"1";"10";"1";"1";"0";"0";"0"
"70120";"1";"10";"1";"1";"0";"0";"0"
"70121";"1";"10";"1";"1";"0";"0";"0"
"70122";"1";"10";"1";"1";"0";"0";"0"
"70123";"1";"10";"1";"1";"0";"0";"0"
"70124";"1";"10";"1";"1";"0";"0";"0"
"70125";"1";"10";"1";"1";"0";"0";"0"
"70126";"1";"10";"1";"1";"0";"0";"0"
"70131";"1";"10";"1";"1";"0";"0";"0"
"70132";"1";"10";"1";"1";"0";"0";"0"
"70134";"1";"10";"1";"1";"0";"0";"0"
"70135";"1";"10";"1";"1";"0";"0";"0"
"70138";"1";"10";"1";"1";"0";"0";"0"
"70141";"1";"10";"1";"1";"0";"0";"0"
"70142";"1";"10";"1";"1";"0";"0";"0"
"70146";"1";"10";"1";"1";"0";"0";"0"
"70147";"1";"10";"1";"1";"0";"0";"0"
"70148";"1";"10";"1";"1";"0";"0";"0"
"70151";"1";"10";"1";"1";"0";"1";"0"
"70152";"1";"10";"1";"1";"0";"0";"0"
"70153";"1";"10";"1";"1";"0";"0";"0"
"70154";"1";"10";"1";"1";"0";"0";"0"
"70155";"1";"10";"1";"1";"0";"0";"0"
"70156";"1";"10";"1";"1";"0";"0";"1"
"70157";"1";"10";"1";"1";"0";"0";"0"
"70159";"1";"10";"1";"1";"0";"0";"0"
"70161";"1";"10";"1";"1";"0";"0";"0"
"70162";"1";"10";"1";"1";"0";"0";"0"
"70163";"1";"10";"1";"1";"0";"0";"0"
"70164";"1";"10";"1";"1";"0";"0";"0"
"70165";"1";"10";"1";"1";"0";"0";"0"
"70167";"1";"10";"1";"1";"0";"0";"0"
"70168";"1";"10";"1";"1";"1";"0";"6"
"70169";"1";"10";"1";"1";"0";"0";"0"
"70170";"1";"10";"1";"1";"0";"0";"0"
"70171";"1";"10";"1";"1";"0";"0";"0"
"70172";"1";"10";"1";"1";"0";"0";"0"
"70174";"1";"10";"1";"1";"0";"0";"0"
"70175";"1";"10";"1";"1";"1";"0";"7"
"70178";"1";"10";"1";"1";"0";"0";"0"
"70179";"1";"10";"1";"1";"0";"0";"0"
"70180";"1";"10";"1";"1";"0";"0";"0"
"70182";"1";"10";"1";"1";"0";"0";"0"
"70183";"1";"10";"1";"1";"0";"0";"0"
"70184";"1";"10";"1";"1";"0";"0";"0"
"70186";"1";"10";"1";"1";"0";"0";"0"
"70189";"1";"10";"1";"1";"0";"0";"0"
"70191";"1";"10";"1";"1";"0";"0";"0"
"70192";"1";"10";"1";"1";"0";"0";"0"
"70193";"1";"10";"1";"1";"0";"0";"0"
"70194";"1";"10";"1";"1";"0";"0";"0"
"70195";"1";"10";"1";"1";"1";"0";"0"
"70197";"1";"10";"1";"1";"0";"0";"0"
"70199";"1";"10";"1";"1";"1";"0";"0"
"70200";"1";"10";"1";"1";"0";"0";"0"
"70201";"1";"10";"1";"1";"0";"0";"0"
"70202";"1";"10";"1";"1";"0";"0";"0"
"70204";"1";"10";"1";"1";"0";"1";"0"
"70205";"1";"10";"1";"1";"0";"0";"0"
"70207";"1";"10";"1";"1";"0";"0";"0"
"70209";"1";"10";"1";"1";"0";"0";"0"
"70210";"1";"10";"1";"1";"0";"0";"0"
"70211";"1";"10";"1";"1";"0";"0";"0"
"70212";"1";"10";"1";"1";"0";"0";"0"
"70213";"1";"10";"1";"1";"0";"0";"0"
"70214";"1";"10";"1";"1";"0";"0";"0"
"70216";"1";"10";"1";"1";"1";"0";"0"
"70217";"1";"10";"1";"1";"0";"0";"0"
"70218";"1";"10";"1";"1";"0";"0";"0"
"70220";"1";"10";"1";"1";"0";"0";"0"
"70222";"1";"10";"1";"1";"0";"0";"0"
"70223";"1";"10";"1";"1";"0";"0";"0"
"70227";"1";"10";"1";"1";"0";"0";"0"
"70228";"1";"10";"1";"1";"0";"0";"0"
"70230";"1";"10";"1";"1";"0";"0";"0"
"70236";"1";"10";"1";"1";"0";"0";"0"
"70237";"1";"10";"1";"1";"0";"0";"0"
"70238";"1";"10";"1";"1";"0";"0";"0"
"70240";"1";"10";"1";"1";"0";"0";"0"
"70241";"1";"10";"1";"1";"0";"0";"0"
"70243";"1";"10";"1";"1";"0";"0";"0"
"70244";"1";"10";"1";"1";"0";"0";"0"
"70246";"1";"10";"1";"1";"0";"0";"0"
"70249";"1";"10";"1";"1";"0";"0";"0"
"70251";"1";"10";"1";"1";"0";"0";"0"
"70252";"1";"10";"1";"1";"0";"0";"0"
"70253";"1";"10";"1";"1";"0";"0";"0"
"70255";"1";"10";"1";"1";"2";"0";"0"
"70256";"1";"10";"1";"1";"0";"0";"0"
"70257";"1";"10";"1";"1";"0";"0";"0"
"70258";"1";"10";"1";"1";"0";"0";"0"
"70259";"1";"10";"1";"1";"0";"1";"0"
"70261";"1";"10";"1";"1";"0";"0";"0"
"70262";"1";"10";"1";"1";"0";"0";"0"
"70263";"1";"10";"1";"1";"0";"0";"0"
"70264";"1";"10";"1";"1";"0";"0";"0"
"70266";"1";"10";"1";"1";"0";"0";"0"
"70268";"1";"10";"1";"1";"0";"0";"0"
"70270";"1";"10";"1";"1";"0";"0";"0"
"70272";"1";"10";"1";"1";"0";"0";"0"
"70275";"1";"10";"1";"1";"0";"0";"0"
"70276";"1";"10";"1";"1";"0";"0";"0"
"70281";"1";"10";"1";"1";"0";"0";"0"
"70282";"1";"10";"1";"1";"0";"0";"0"
"70283";"1";"10";"1";"1";"0";"0";"0"
"70284";"1";"10";"1";"1";"0";"0";"0"
"70285";"1";"10";"1";"1";"0";"0";"0"
"70286";"1";"10";"1";"1";"1";"0";"1"
"70289";"1";"10";"1";"1";"0";"0";"0"
"70290";"1";"10";"1";"1";"0";"0";"0"
"70292";"1";"10";"1";"1";"0";"0";"0"
"70294";"1";"10";"1";"1";"0";"0";"0"
"70295";"1";"10";"1";"1";"0";"0";"0"
"70298";"1";"10";"1";"1";"1";"0";"0"
"70301";"1";"10";"1";"1";"0";"0";"0"
"70302";"1";"10";"1";"1";"0";"0";"0"
"70304";"1";"10";"1";"1";"0";"0";"0"
"70305";"1";"10";"1";"1";"0";"0";"0"
"70308";"1";"10";"1";"1";"0";"0";"0"
"70309";"1";"10";"1";"1";"0";"0";"0"
"70310";"1";"10";"1";"1";"0";"0";"0"
"70311";"1";"10";"1";"1";"0";"0";"0"
"70312";"1";"10";"1";"1";"0";"0";"0"
"70314";"1";"10";"1";"1";"0";"0";"0"
"70317";"1";"10";"1";"1";"0";"0";"0"
"70318";"1";"10";"1";"1";"0";"0";"0"
"70321";"1";"10";"1";"1";"0";"0";"0"
"70326";"1";"10";"1";"1";"0";"0";"0"
"70327";"1";"10";"1";"1";"0";"0";"0"
"70329";"1";"10";"1";"1";"0";"0";"0"
"70331";"1";"10";"1";"1";"0";"0";"0"
"70333";"1";"10";"1";"1";"0";"0";"0"
"70335";"1";"10";"1";"1";"1";"0";"0"
"70336";"1";"10";"1";"1";"0";"0";"0"
"70338";"1";"10";"1";"1";"0";"0";"0"
"70339";"1";"10";"1";"1";"0";"0";"0"
"70340";"1";"10";"1";"1";"0";"0";"0"
"70341";"1";"10";"1";"1";"0";"0";"0"
"70342";"1";"10";"1";"1";"0";"0";"0"
"70343";"1";"10";"1";"1";"0";"0";"0"
"70345";"1";"10";"1";"1";"0";"0";"0"
"70347";"1";"10";"1";"1";"1";"0";"0"
"70348";"1";"10";"1";"1";"0";"0";"0"
"70353";"1";"10";"1";"1";"0";"0";"0"
"70356";"1";"10";"1";"1";"0";"0";"0"
"70357";"1";"10";"1";"1";"0";"0";"0"
"70358";"1";"10";"1";"1";"0";"0";"0"
"70359";"1";"10";"1";"1";"1";"0";"0"
"70360";"1";"10";"1";"1";"0";"0";"0"
"70362";"1";"10";"1";"1";"0";"0";"0"
"70363";"1";"10";"1";"1";"0";"0";"0"
"70364";"1";"10";"1";"1";"0";"0";"0"
"70366";"1";"10";"1";"1";"0";"0";"0"
"70368";"1";"10";"1";"1";"0";"0";"0"
"70372";"1";"10";"1";"1";"0";"0";"0"
"70376";"1";"10";"1";"1";"1";"0";"0"
"70379";"1";"10";"1";"1";"0";"0";"0"
"70381";"1";"10";"1";"1";"1";"0";"0"
"70382";"1";"10";"1";"1";"0";"0";"0"
"70384";"1";"10";"1";"1";"0";"0";"0"
"70386";"1";"10";"1";"1";"0";"0";"0"
"70387";"1";"10";"1";"1";"0";"0";"0"
"70390";"1";"10";"1";"1";"0";"0";"0"
"70391";"1";"10";"1";"1";"0";"0";"0"
"70395";"1";"10";"1";"1";"0";"0";"0"
"70396";"1";"10";"1";"1";"0";"0";"0"
"70398";"1";"10";"1";"1";"0";"0";"0"
"70399";"1";"10";"1";"1";"0";"0";"0"
"70400";"1";"10";"1";"1";"0";"0";"0"
"70401";"1";"10";"1";"1";"0";"0";"0"
"70402";"1";"10";"1";"1";"0";"0";"0"
"70403";"1";"10";"1";"1";"0";"0";"0"
"70404";"1";"10";"1";"1";"0";"0";"0"
"70405";"1";"10";"1";"1";"2";"0";"0"
"70406";"1";"10";"1";"1";"0";"0";"1"
"70407";"1";"10";"1";"1";"0";"0";"0"
"70408";"1";"10";"1";"1";"0";"0";"0"
"70409";"1";"10";"1";"1";"0";"0";"0"
"70410";"1";"10";"1";"1";"0";"0";"0"
"70411";"1";"10";"1";"1";"0";"0";"0"
"70412";"1";"10";"1";"1";"0";"0";"0"
"70413";"1";"10";"1";"1";"1";"0";"0"
"70414";"1";"10";"1";"1";"0";"0";"0"
"70415";"1";"10";"1";"1";"0";"0";"0"
"70416";"1";"10";"1";"1";"0";"0";"0"
"70417";"1";"10";"1";"1";"1";"0";"2"
"70419";"1";"10";"1";"1";"0";"0";"0"
"70420";"1";"10";"1";"1";"0";"0";"0"
"70421";"1";"10";"1";"1";"0";"0";"0"
"70424";"1";"10";"1";"1";"1";"0";"0"
"70425";"1";"10";"1";"1";"0";"0";"0"
"70426";"1";"10";"1";"1";"0";"0";"0"
"70428";"1";"10";"1";"1";"0";"0";"0"
"70429";"1";"10";"1";"1";"0";"0";"0"
"70430";"1";"10";"1";"1";"0";"0";"0"
"70431";"1";"10";"1";"1";"0";"0";"0"
"70433";"1";"10";"1";"1";"0";"0";"0"
"70435";"1";"10";"1";"1";"0";"0";"0"
"70436";"1";"10";"1";"1";"0";"0";"0"
"70438";"1";"10";"1";"1";"0";"0";"0"
"70439";"1";"10";"1";"1";"0";"0";"0"
"70440";"1";"10";"1";"1";"0";"0";"0"
"70441";"1";"10";"1";"1";"0";"0";"0"
"70442";"1";"10";"1";"1";"0";"0";"0"
"70443";"1";"10";"1";"1";"0";"0";"0"
"70446";"1";"10";"1";"1";"0";"0";"0"
"70448";"1";"10";"1";"1";"0";"1";"0"
"70451";"1";"10";"1";"1";"0";"0";"0"
"70453";"1";"10";"1";"1";"0";"0";"0"
"70454";"1";"10";"1";"1";"0";"0";"0"
"70456";"1";"10";"1";"1";"0";"0";"0"
"70457";"1";"10";"1";"1";"0";"0";"0"
"70458";"1";"10";"1";"1";"0";"0";"0"
"70460";"1";"10";"1";"1";"0";"0";"0"
"70462";"1";"10";"1";"1";"1";"0";"1"
"70463";"1";"10";"1";"1";"1";"0";"0"
"70464";"1";"10";"1";"1";"0";"0";"0"
"70466";"1";"10";"1";"1";"0";"0";"0"
"70467";"1";"10";"1";"1";"1";"0";"0"
"70468";"1";"10";"1";"1";"0";"0";"0"
"70470";"1";"10";"1";"1";"0";"0";"0"
"70471";"1";"10";"1";"1";"0";"0";"0"
"70473";"1";"10";"1";"1";"0";"0";"0"
"70476";"1";"10";"1";"1";"0";"0";"0"
"70479";"1";"10";"1";"1";"1";"0";"0"
"70480";"1";"10";"1";"1";"0";"0";"0"
"70481";"1";"10";"1";"1";"0";"0";"0"
"70482";"1";"10";"1";"1";"0";"0";"0"
"70483";"1";"10";"1";"1";"0";"0";"0"
"70484";"1";"10";"1";"1";"0";"0";"0"
"70487";"1";"10";"1";"1";"1";"0";"0"
"70489";"1";"10";"1";"1";"0";"0";"0"
"70490";"1";"10";"1";"1";"0";"1";"0"
"70491";"1";"10";"1";"1";"0";"0";"0"
"70493";"1";"10";"1";"1";"0";"1";"0"
"70494";"1";"10";"1";"1";"1";"0";"0"
"70496";"1";"10";"1";"1";"0";"0";"0"
"70498";"1";"10";"1";"1";"0";"0";"0"
"70499";"1";"10";"1";"1";"0";"0";"0"
"70500";"1";"10";"1";"1";"0";"0";"0"
"70503";"1";"10";"1";"1";"0";"0";"0"
"70506";"1";"10";"1";"1";"0";"0";"0"
"70509";"1";"10";"1";"1";"0";"0";"0"
"70511";"1";"10";"1";"1";"0";"0";"0"
"70512";"1";"10";"1";"1";"0";"0";"0"
"70514";"1";"10";"1";"1";"2";"0";"2"
"70516";"1";"10";"1";"1";"0";"0";"0"
"70517";"1";"10";"1";"1";"0";"0";"0"
"70519";"1";"10";"1";"1";"0";"1";"0"
"70520";"1";"10";"1";"1";"0";"0";"0"
"70522";"1";"10";"1";"1";"0";"0";"0"
"70523";"1";"10";"1";"1";"1";"0";"1"
"70525";"1";"10";"1";"1";"0";"0";"0"
"70526";"1";"10";"1";"1";"1";"0";"1"
"70528";"1";"10";"1";"1";"0";"0";"0"
"70530";"1";"10";"1";"1";"0";"0";"0"
"70531";"1";"10";"1";"1";"0";"0";"0"
"70532";"1";"10";"1";"1";"0";"0";"0"
"70533";"1";"10";"1";"1";"0";"0";"0"
"70534";"1";"10";"1";"1";"0";"1";"0"
"70535";"1";"10";"1";"1";"0";"0";"0"
"70536";"1";"10";"1";"1";"0";"0";"0"
"70537";"1";"10";"1";"1";"0";"0";"0"
"70540";"1";"10";"1";"1";"0";"0";"0"
"70541";"1";"10";"1";"1";"0";"0";"0"
"70543";"1";"10";"1";"1";"0";"0";"0"
"70544";"1";"10";"1";"1";"0";"0";"0"
"70547";"1";"10";"1";"1";"1";"0";"0"
"70548";"1";"10";"1";"1";"0";"0";"0"
"70549";"1";"10";"1";"1";"0";"0";"0"
"70550";"1";"10";"1";"1";"0";"0";"0"
"70551";"1";"10";"1";"1";"0";"0";"0"
"70552";"1";"10";"1";"1";"0";"0";"0"
"70553";"1";"10";"1";"1";"0";"0";"0"
"70555";"1";"10";"1";"1";"0";"0";"0"
"70556";"1";"10";"1";"1";"0";"0";"0"
"70557";"1";"10";"1";"1";"0";"0";"0"
"70558";"1";"10";"1";"1";"0";"0";"0"
"70559";"1";"10";"1";"1";"0";"0";"0"
"70563";"1";"10";"1";"1";"0";"0";"0"
"70564";"1";"10";"1";"1";"0";"0";"0"
"70565";"1";"10";"1";"1";"0";"0";"0"
"70566";"1";"10";"1";"1";"0";"0";"0"
"70567";"1";"10";"1";"1";"0";"0";"0"
"70568";"1";"10";"1";"1";"0";"0";"0"
"70569";"1";"10";"1";"1";"1";"0";"0"
"70571";"1";"10";"1";"1";"0";"0";"0"
"70572";"1";"10";"1";"1";"0";"0";"0"
"70573";"1";"10";"1";"1";"0";"0";"0"
"70574";"1";"10";"1";"1";"0";"0";"0"
"70575";"1";"10";"1";"1";"0";"0";"0"
"70577";"1";"10";"1";"1";"0";"0";"0"
"70581";"1";"10";"1";"1";"0";"0";"0"
"70584";"1";"10";"1";"1";"0";"0";"0"
"70585";"1";"10";"1";"1";"0";"0";"0"
"70589";"1";"10";"1";"1";"0";"0";"0"
"70590";"1";"10";"1";"1";"0";"0";"0"
"70591";"1";"10";"1";"1";"0";"0";"0"
"70592";"1";"10";"1";"1";"1";"0";"0"
"70593";"1";"10";"1";"1";"1";"0";"0"
"70595";"1";"10";"1";"1";"0";"0";"0"
"70596";"1";"10";"1";"1";"0";"0";"0"
"70597";"1";"10";"1";"1";"0";"0";"0"
"70599";"1";"10";"1";"1";"1";"0";"0"
"70601";"1";"10";"1";"1";"0";"0";"0"
"70602";"1";"10";"1";"1";"0";"0";"0"
"70603";"1";"10";"1";"1";"0";"0";"0"
"70606";"1";"10";"1";"1";"0";"1";"0"
"70609";"1";"10";"1";"1";"1";"0";"0"
"70611";"1";"10";"1";"1";"0";"0";"0"
"70613";"1";"10";"1";"1";"0";"0";"0"
"70614";"1";"10";"1";"1";"0";"0";"0"
"70615";"1";"10";"1";"1";"0";"0";"0"
"70616";"1";"10";"1";"1";"0";"0";"0"
"70619";"1";"10";"1";"1";"1";"0";"0"
"70620";"1";"10";"1";"1";"0";"0";"0"
"70623";"1";"10";"1";"1";"0";"0";"0"
"70624";"1";"10";"1";"1";"0";"0";"0"
"70625";"1";"10";"1";"1";"0";"0";"0"
"70626";"1";"10";"1";"1";"0";"0";"0"
"70629";"1";"10";"1";"1";"0";"0";"0"
"70630";"1";"10";"1";"1";"0";"0";"0"
"70632";"1";"10";"1";"1";"0";"0";"0"
"70633";"1";"10";"1";"1";"0";"0";"0"
"70634";"1";"10";"1";"1";"0";"0";"0"
"70635";"1";"10";"1";"1";"0";"0";"0"
"70638";"1";"10";"1";"1";"1";"0";"0"
"70639";"1";"10";"1";"1";"0";"0";"0"
"70640";"1";"10";"1";"1";"0";"0";"0"
"70642";"1";"10";"1";"1";"0";"0";"0"
"70643";"1";"10";"1";"1";"0";"0";"0"
"70646";"1";"10";"1";"1";"0";"0";"0"
"70647";"1";"10";"1";"1";"0";"0";"0"
"70648";"1";"10";"1";"1";"0";"0";"0"
"70649";"1";"10";"1";"1";"0";"0";"0"
"70650";"1";"10";"1";"1";"0";"0";"0"
"70651";"1";"10";"1";"1";"0";"1";"0"
"70654";"1";"10";"1";"1";"0";"0";"0"
"70657";"1";"10";"1";"1";"0";"0";"0"
"70658";"1";"10";"1";"1";"0";"0";"0"
"70659";"1";"10";"1";"1";"0";"0";"0"
"70660";"1";"10";"1";"1";"0";"0";"0"
"70662";"1";"10";"1";"1";"0";"0";"0"
"70663";"1";"10";"1";"1";"0";"0";"0"
"70664";"1";"10";"1";"1";"0";"0";"0"
"70665";"1";"10";"1";"1";"0";"0";"0"
"70666";"1";"10";"1";"1";"0";"0";"0"
"70667";"1";"10";"1";"1";"0";"0";"0"
"70669";"1";"10";"1";"1";"0";"0";"0"
"70670";"1";"10";"1";"1";"0";"0";"0"
"70671";"1";"10";"1";"1";"0";"0";"0"
"70672";"1";"10";"1";"1";"0";"0";"0"
"70673";"1";"10";"1";"1";"0";"0";"0"
"70674";"1";"10";"1";"1";"0";"0";"0"
"70675";"1";"10";"1";"1";"0";"0";"0"
"70676";"1";"10";"1";"1";"0";"0";"0"
"70678";"1";"10";"1";"1";"0";"0";"0"
"70679";"1";"10";"1";"1";"0";"0";"0"
"70680";"1";"10";"1";"1";"0";"0";"0"
"70681";"1";"10";"1";"1";"0";"0";"0"
"70682";"1";"10";"1";"1";"0";"0";"0"
"70684";"1";"10";"1";"1";"0";"0";"0"
"70685";"1";"10";"1";"1";"0";"0";"0"
"70687";"1";"10";"1";"1";"0";"0";"0"
"70688";"1";"10";"1";"1";"0";"0";"0"
"70689";"1";"10";"1";"1";"1";"0";"0"
"70690";"1";"10";"1";"1";"0";"0";"0"
"70691";"1";"10";"1";"1";"0";"0";"0"
"70693";"1";"10";"1";"1";"0";"0";"0"
"70694";"1";"10";"1";"1";"0";"0";"0"
"70695";"1";"10";"1";"1";"0";"0";"0"
"70697";"1";"10";"1";"1";"0";"0";"0"
"70698";"1";"10";"1";"1";"0";"0";"0"
"70701";"1";"10";"1";"1";"1";"0";"0"
"70704";"1";"10";"1";"1";"0";"1";"0"
"70705";"1";"10";"1";"1";"1";"0";"2"
"70706";"1";"10";"1";"1";"0";"0";"0"
"70707";"1";"10";"1";"1";"0";"0";"0"
"70708";"1";"10";"1";"1";"0";"0";"0"
"70709";"1";"10";"1";"1";"0";"0";"0"
"70710";"1";"10";"1";"1";"0";"0";"1"
"70712";"1";"10";"1";"1";"0";"0";"0"
"70713";"1";"10";"1";"1";"0";"1";"0"
"70714";"1";"10";"1";"1";"0";"0";"0"
"70715";"1";"10";"1";"1";"0";"0";"0"
"70717";"1";"10";"1";"1";"0";"0";"0"
"70718";"1";"10";"1";"1";"0";"0";"0"
"70719";"1";"10";"1";"1";"0";"1";"0"
"70722";"1";"10";"1";"1";"0";"0";"0"
"70723";"1";"10";"1";"1";"1";"0";"0"
"70724";"1";"10";"1";"1";"0";"0";"0"
"70725";"1";"10";"1";"1";"0";"0";"0"
"70726";"1";"10";"1";"1";"0";"0";"0"
"70727";"1";"10";"1";"1";"0";"0";"0"
"70729";"1";"10";"1";"1";"0";"0";"0"
"70730";"1";"10";"1";"1";"0";"0";"0"
"70731";"1";"10";"1";"1";"0";"0";"0"
"70732";"1";"10";"1";"1";"0";"0";"0"
"70733";"1";"10";"1";"1";"0";"0";"0"
"70734";"1";"10";"1";"1";"0";"0";"0"
"70735";"1";"10";"1";"1";"0";"0";"0"
"70737";"1";"10";"1";"1";"0";"0";"0"
"70738";"1";"10";"1";"1";"0";"0";"0"
"70741";"1";"10";"1";"1";"0";"1";"0"
"70742";"1";"10";"1";"1";"0";"0";"0"
"70743";"1";"10";"1";"1";"0";"1";"0"
"70744";"1";"10";"1";"1";"0";"0";"0"
"70746";"1";"10";"1";"1";"0";"0";"0"
"70747";"1";"10";"1";"1";"0";"0";"0"
"70748";"1";"10";"1";"1";"0";"0";"1"
"70749";"1";"10";"1";"1";"0";"0";"0"
"70750";"1";"10";"1";"1";"0";"0";"0"
"70751";"1";"10";"1";"1";"0";"0";"0"
"70752";"1";"10";"1";"1";"0";"0";"0"
"70753";"1";"10";"1";"1";"0";"0";"0"
"70754";"1";"10";"1";"1";"0";"0";"0"
"70756";"1";"10";"1";"1";"0";"0";"0"
"70759";"1";"10";"1";"1";"0";"0";"0"
"70760";"1";"10";"1";"1";"0";"0";"0"
"70762";"1";"10";"1";"1";"0";"0";"0"
"70763";"1";"10";"1";"1";"0";"0";"0"
"70764";"1";"10";"1";"1";"0";"0";"0"
"70766";"1";"10";"1";"1";"0";"1";"1"
"70767";"1";"10";"1";"1";"0";"0";"0"
"70769";"1";"10";"1";"1";"0";"0";"0"
"70770";"1";"10";"1";"1";"0";"0";"0"
"70771";"1";"10";"1";"1";"0";"1";"0"
"70772";"1";"10";"1";"1";"0";"0";"0"
"70773";"1";"10";"1";"1";"0";"0";"0"
"70774";"1";"10";"1";"1";"0";"0";"0"
"70775";"1";"10";"1";"1";"0";"0";"0"
"70777";"1";"10";"1";"1";"0";"0";"0"
"70778";"1";"10";"1";"1";"0";"1";"0"
"70779";"1";"10";"1";"1";"0";"0";"0"
"70780";"1";"10";"1";"1";"1";"0";"2"
"70781";"1";"10";"1";"1";"0";"0";"0"
"70784";"1";"10";"1";"1";"0";"0";"0"
"70786";"1";"10";"1";"1";"0";"0";"0"
"70788";"1";"10";"1";"1";"0";"0";"0"
"70790";"1";"10";"1";"1";"0";"0";"0"
"70791";"1";"10";"1";"1";"0";"0";"0"
"70792";"1";"10";"1";"1";"0";"0";"0"
"70793";"1";"10";"1";"1";"0";"0";"0"
"70794";"1";"10";"1";"1";"0";"0";"0"
"70796";"1";"10";"1";"1";"0";"0";"0"
"70797";"1";"10";"1";"1";"0";"0";"0"
"70798";"1";"10";"1";"1";"0";"0";"0"
"70799";"1";"10";"1";"1";"0";"0";"0"
"70800";"1";"10";"1";"1";"0";"1";"0"
"70801";"1";"10";"1";"1";"0";"0";"0"
"70802";"1";"10";"1";"1";"0";"0";"0"
"70803";"1";"10";"1";"1";"0";"0";"0"
"70804";"1";"10";"1";"1";"0";"0";"0"
"70806";"1";"10";"1";"1";"0";"0";"0"
"70807";"1";"10";"1";"1";"0";"0";"0"
"70809";"1";"10";"1";"1";"0";"0";"0"
"70811";"1";"10";"1";"1";"0";"1";"0"
"70812";"1";"10";"1";"1";"0";"0";"0"
"70813";"1";"10";"1";"1";"0";"0";"0"
"70815";"1";"10";"1";"1";"0";"0";"0"
"70816";"1";"10";"1";"1";"0";"0";"0"
"70817";"1";"10";"1";"1";"0";"0";"0"
"70818";"1";"10";"1";"1";"0";"0";"0"
"70822";"1";"10";"1";"1";"0";"0";"0"
"70824";"1";"10";"1";"1";"0";"0";"0"
"70827";"1";"10";"1";"1";"0";"0";"0"
"70830";"1";"10";"1";"1";"0";"0";"0"
"70831";"1";"10";"1";"1";"0";"0";"0"
"70833";"1";"10";"1";"1";"0";"0";"0"
"70834";"1";"10";"1";"1";"0";"0";"0"
"70835";"1";"10";"1";"1";"0";"0";"0"
"70836";"1";"10";"1";"1";"0";"0";"0"
"70837";"1";"10";"1";"1";"0";"1";"1"
"70838";"1";"10";"1";"1";"0";"0";"0"
"70839";"1";"10";"1";"1";"0";"0";"0"
"70843";"1";"10";"1";"1";"0";"0";"1"
"70844";"1";"10";"1";"1";"0";"0";"0"
"70848";"1";"10";"1";"1";"0";"1";"0"
"70849";"1";"10";"1";"1";"0";"0";"0"
"70850";"1";"10";"1";"1";"0";"0";"0"
"70851";"1";"10";"1";"1";"0";"0";"0"
"70852";"1";"10";"1";"1";"0";"0";"0"
"70853";"1";"10";"1";"1";"0";"0";"0"
"70854";"1";"10";"1";"1";"0";"0";"0"
"70857";"1";"10";"1";"1";"0";"0";"0"
"70858";"1";"10";"1";"1";"0";"0";"0"
"70859";"1";"10";"1";"1";"0";"0";"0"
"70860";"1";"10";"1";"1";"0";"0";"0"
"70861";"1";"10";"1";"1";"0";"0";"1"
"70864";"1";"10";"1";"1";"0";"0";"0"
"70865";"1";"10";"1";"1";"0";"0";"0"
"70866";"1";"10";"1";"1";"0";"0";"0"
"70867";"1";"10";"1";"1";"1";"0";"0"
"70868";"1";"10";"1";"1";"0";"0";"0"
"70873";"1";"10";"1";"1";"0";"0";"0"
"70875";"1";"10";"1";"1";"0";"0";"0"
"70876";"1";"10";"1";"1";"0";"0";"0"
"70877";"1";"10";"1";"1";"0";"0";"0"
"70878";"1";"10";"1";"1";"0";"0";"0"
"70881";"1";"10";"1";"1";"0";"0";"0"
"70882";"1";"10";"1";"1";"0";"0";"0"
"70885";"1";"10";"1";"1";"0";"0";"0"
"70886";"1";"10";"1";"1";"0";"0";"0"
"70887";"1";"10";"1";"1";"0";"0";"0"
"70888";"1";"10";"1";"1";"0";"0";"0"
"70889";"1";"10";"1";"1";"0";"0";"0"
"70890";"1";"10";"1";"1";"1";"0";"0"
"70891";"1";"10";"1";"1";"0";"0";"0"
"70893";"1";"10";"1";"1";"0";"0";"1"
"70894";"1";"10";"1";"1";"0";"0";"0"
"70895";"1";"10";"1";"1";"0";"1";"0"
"70896";"1";"10";"1";"1";"0";"0";"0"
"70897";"1";"10";"1";"1";"0";"0";"0"
"70898";"1";"10";"1";"1";"0";"0";"0"
"70899";"1";"10";"1";"1";"0";"0";"0"
"70900";"1";"10";"1";"1";"0";"0";"0"
"70901";"1";"10";"1";"1";"0";"0";"0"
"70903";"1";"10";"1";"1";"0";"0";"0"
