"questionId";"questionCommId";"answerId";"userId";"profile";"period";"communityName"
"18141";"14409";"20466";"32659";"4";"31";"biology"
"15175";"8834";"20469";"32659";"4";"24";"biology"
"20467";"17295";"20470";"32495";"4";"35";"biology"
"20468";"17296";"20471";"31557";"4";"35";"biology"
"20468";"17296";"20472";"30160";"4";"35";"biology"
"20462";"17288";"20473";"30772";"4";"35";"biology"
"20318";"17104";"20474";"32800";"3";"35";"biology"
"14292";"7778";"20476";"32659";"4";"22";"biology"
"20477";"17305";"20479";"29284";"4";"35";"biology"
"20480";"17308";"20481";"29284";"4";"35";"biology"
"20478";"17306";"20482";"32495";"4";"35";"biology"
"17839";"14048";"20483";"32659";"4";"30";"biology"
"13148";"5470";"20484";"32659";"4";"18";"biology"
"20140";"16887";"20485";"32659";"4";"35";"biology"
"19752";"16412";"20486";"32659";"4";"34";"biology"
"19367";"15932";"20487";"32659";"4";"33";"biology"
"17143";"11200";"20488";"32659";"4";"29";"biology"
"17269";"11351";"20489";"32659";"4";"29";"biology"
"13735";"7137";"20490";"32659";"4";"20";"biology"
"20491";"17320";"20492";"28951";"4";"35";"biology"
"20494";"17323";"20498";"32586";"4";"35";"biology"
"20496";"17327";"20499";"30400";"4";"35";"biology"
"20278";"17053";"20501";"30400";"4";"35";"biology"
"20497";"17328";"20503";"29271";"4";"35";"biology"
"20497";"17328";"20504";"32489";"4";"35";"biology"
"20140";"16887";"20505";"30400";"4";"35";"biology"
"20452";"17276";"20506";"32659";"4";"35";"biology"
"20493";"17322";"20507";"32586";"4";"35";"biology"
"20500";"17331";"20510";"32659";"4";"35";"biology"
"20509";"17341";"20511";"29284";"4";"35";"biology"
"20513";"17345";"20515";"30772";"4";"35";"biology"
"12014";"3181";"20518";"32659";"4";"14";"biology"
"20514";"17346";"20522";"30548";"4";"35";"biology"
"20521";"17353";"20523";"32586";"4";"35";"biology"
"20527";"17362";"20528";"31557";"4";"35";"biology"
"20525";"17360";"20530";"30160";"4";"35";"biology"
"20514";"17346";"20532";"31561";"4";"35";"biology"
"20535";"17373";"20536";"28584";"4";"35";"biology"
"20524";"17359";"20537";"28584";"4";"35";"biology"
"20496";"17327";"20538";"28584";"4";"35";"biology"
"20399";"17207";"20540";"32815";"4";"35";"biology"
"20496";"17327";"20542";"31561";"4";"35";"biology"
"20531";"17368";"20544";"30400";"4";"35";"biology"
"20517";"17349";"20547";"32664";"4";"35";"biology"
"16762";"10739";"20548";"32049";"4";"28";"biology"
"20517";"17349";"20552";"29284";"4";"35";"biology"
"20526";"17361";"20554";"30509";"4";"35";"biology"
"20555";"17403";"20556";"30400";"4";"35";"biology"
"20534";"17372";"20558";"29329";"4";"35";"biology"
"20543";"17384";"20559";"30400";"4";"35";"biology"
"9569";"477";"20561";"32831";"3";"7";"biology"
"20560";"17410";"20562";"32068";"4";"35";"biology"
"20443";"17264";"20565";"32833";"1";"35";"biology"
"20566";"17418";"20568";"32586";"4";"35";"biology"
"20543";"17384";"20569";"32834";"4";"35";"biology"
"16542";"10468";"20570";"32834";"4";"27";"biology"
"20350";"17148";"20571";"32835";"3";"35";"biology"
"20545";"17386";"20574";"30400";"4";"35";"biology"
"16392";"10294";"20575";"32839";"1";"27";"biology"
"17688";"13867";"20576";"32840";"3";"30";"biology"
"20560";"17410";"20577";"32799";"1";"35";"biology"
"20560";"17410";"20578";"30160";"4";"35";"biology"
"20462";"17288";"20579";"30400";"4";"35";"biology"
"20572";"17427";"20581";"32049";"4";"35";"biology"
"20549";"17391";"20583";"32659";"4";"35";"biology"
"20541";"17381";"20584";"30400";"4";"35";"biology"
"20587";"17447";"20590";"30400";"4";"35";"biology"
"16392";"10294";"20591";"31561";"4";"27";"biology"
"20589";"17449";"20592";"29271";"4";"35";"biology"
"20593";"17454";"20594";"30400";"4";"35";"biology"
"20595";"17457";"20597";"32562";"4";"35";"biology"
"20595";"17457";"20599";"32664";"4";"35";"biology"
"20596";"17458";"20600";"32586";"4";"35";"biology"
"20595";"17457";"20601";"30772";"4";"35";"biology"
"20539";"17377";"20603";"30400";"4";"35";"biology"
"20580";"17438";"20604";"32172";"4";"35";"biology"
"18540";"14951";"20605";"28584";"4";"32";"biology"
"20602";"17467";"20606";"28167";"4";"35";"biology"
"18555";"14968";"20607";"28584";"4";"32";"biology"
"20526";"17361";"20608";"28584";"4";"35";"biology"
"20582";"17441";"20609";"28584";"4";"35";"biology"
"20520";"17352";"20610";"28584";"4";"35";"biology"
"20533";"17370";"20611";"30882";"4";"35";"biology"
"20582";"17441";"20612";"28821";"4";"35";"biology"
"17706";"13888";"20614";"32586";"4";"30";"biology"
"20613";"17479";"20615";"29284";"4";"35";"biology"
"14052";"7492";"20619";"32860";"3";"21";"biology"
"20618";"17484";"20620";"28821";"4";"35";"biology"
"20622";"17488";"20624";"32554";"4";"35";"biology"
"20616";"17482";"20625";"32863";"3";"35";"biology"
"20626";"17496";"20627";"31557";"4";"35";"biology"
"20629";"17499";"20630";"30400";"4";"35";"biology"
"20598";"17460";"20631";"32868";"3";"35";"biology"
"19881";"16570";"20632";"32834";"4";"34";"biology"
"20629";"17499";"20634";"29284";"4";"35";"biology"
"20635";"17511";"20636";"28821";"4";"35";"biology"
"19851";"16533";"20638";"32868";"3";"34";"biology"
"20633";"17508";"20639";"30772";"4";"35";"biology"
"20637";"17513";"20640";"28188";"4";"35";"biology"
"20635";"17511";"20641";"32659";"4";"35";"biology"
"20635";"17511";"20643";"28509";"4";"35";"biology"
"20642";"17519";"20644";"32269";"4";"35";"biology"
"20646";"17524";"20647";"31561";"4";"35";"biology"
"20646";"17524";"20648";"32868";"3";"35";"biology"
"20646";"17524";"20651";"30160";"4";"35";"biology"
"20653";"17532";"20654";"31697";"3";"35";"biology"
"20621";"17487";"20656";"31557";"4";"35";"biology"
"20658";"17539";"20659";"32883";"3";"35";"biology"
"20660";"17541";"20661";"31557";"4";"35";"biology"
"20660";"17541";"20662";"29284";"4";"35";"biology"
"20177";"16932";"20663";"32883";"3";"35";"biology"
"16533";"10457";"20664";"32883";"3";"27";"biology"
"20658";"17539";"20666";"31561";"4";"35";"biology"
"20665";"17546";"20667";"29284";"4";"35";"biology"
"20665";"17546";"20668";"28188";"4";"35";"biology"
"20670";"17551";"20671";"32586";"4";"35";"biology"
"20669";"17550";"20672";"31557";"4";"35";"biology"
"20628";"17498";"20673";"30713";"4";"35";"biology"
"17881";"14096";"20676";"32659";"4";"30";"biology"
"20653";"17532";"20677";"29329";"4";"35";"biology"
"20678";"17561";"20679";"32049";"4";"35";"biology"
"20665";"17546";"20680";"32893";"4";"35";"biology"
"20681";"17565";"20682";"32049";"4";"35";"biology"
"20684";"17568";"20685";"30160";"4";"35";"biology"
"20686";"17571";"20687";"31557";"4";"35";"biology"
"20686";"17571";"20688";"31561";"4";"35";"biology"
"20675";"17558";"20689";"32903";"4";"35";"biology"
"20686";"17571";"20690";"32659";"4";"35";"biology"
"20657";"17537";"20692";"32904";"4";"35";"biology"
"20695";"17580";"20696";"32659";"4";"35";"biology"
"20694";"17579";"20700";"29284";"4";"35";"biology"
"20675";"17558";"20701";"29284";"4";"35";"biology"
"20699";"17586";"20702";"30160";"4";"35";"biology"
"20703";"17590";"20705";"30772";"4";"35";"biology"
"18668";"15112";"20706";"32659";"4";"32";"biology"
"20707";"17594";"20708";"29809";"4";"35";"biology"
"20709";"17597";"20712";"32068";"4";"35";"biology"
"19144";"15683";"20713";"30647";"4";"33";"biology"
"20710";"17598";"20715";"29284";"4";"35";"biology"
"20709";"17597";"20716";"29284";"4";"35";"biology"
"20709";"17597";"20717";"31457";"4";"35";"biology"
"20714";"17602";"20718";"32921";"3";"35";"biology"
"20683";"17567";"20720";"32049";"4";"35";"biology"
"20719";"17607";"20721";"28167";"4";"35";"biology"
"20722";"17611";"20723";"30772";"4";"35";"biology"
"20724";"17613";"20725";"32049";"4";"35";"biology"
"20704";"17591";"20727";"32923";"1";"35";"biology"
"14024";"7457";"20728";"30392";"4";"21";"biology"
"14024";"7457";"20729";"30772";"4";"21";"biology"
"20731";"17624";"20732";"32659";"4";"35";"biology"
"19648";"16287";"20733";"30384";"4";"34";"biology"
"20734";"17627";"20735";"30384";"4";"35";"biology"
"19921";"16621";"20742";"32659";"4";"34";"biology"
"20744";"17640";"20746";"31557";"4";"35";"biology"
"19648";"16287";"20747";"31561";"4";"34";"biology"
"20743";"17639";"20748";"31557";"4";"35";"biology"
"20737";"17630";"20749";"31557";"4";"35";"biology"
"20750";"17647";"20751";"31557";"4";"35";"biology"
"20734";"17627";"20753";"28584";"4";"35";"biology"
"20704";"17591";"20754";"28821";"4";"35";"biology"
"20704";"17591";"20755";"32554";"4";"35";"biology"
"20756";"17656";"20758";"30384";"4";"36";"biology"
"20757";"17657";"20759";"32049";"4";"35";"biology"
"20752";"17650";"20761";"29284";"4";"35";"biology"
"20756";"17656";"20763";"28821";"4";"36";"biology"
"20730";"17623";"20765";"32936";"4";"35";"biology"
"20764";"17666";"20766";"32659";"4";"36";"biology"
"20726";"17619";"20767";"32936";"4";"35";"biology"
"20760";"17661";"20768";"30160";"4";"36";"biology"
"20769";"17674";"20770";"32489";"4";"36";"biology"
"15349";"9051";"20772";"32936";"4";"25";"biology"
"20773";"17678";"20774";"32049";"4";"36";"biology"
"20762";"17663";"20775";"30160";"4";"36";"biology"
"14991";"8619";"20776";"32049";"4";"24";"biology"
"20771";"17676";"20777";"30160";"4";"36";"biology"
"20740";"17634";"20778";"29284";"4";"35";"biology"
"20779";"17684";"20780";"30160";"4";"36";"biology"
"20773";"17678";"20781";"30772";"4";"36";"biology"
"14932";"8538";"20784";"32049";"4";"24";"biology"
"20783";"17688";"20785";"31557";"4";"36";"biology"
"20782";"17687";"20786";"30384";"4";"36";"biology"
"20773";"17678";"20787";"30384";"4";"36";"biology"
"20788";"17694";"20789";"32904";"4";"36";"biology"
"20773";"17678";"20791";"32883";"3";"36";"biology"
"20790";"17696";"20792";"32939";"2";"36";"biology"
"20790";"17696";"20794";"30772";"4";"36";"biology"
"20793";"17699";"20795";"31557";"4";"36";"biology"
"20790";"17696";"20796";"32659";"4";"36";"biology"
"20798";"17706";"20799";"32049";"4";"36";"biology"
"18522";"14919";"20800";"32049";"4";"32";"biology"
"20790";"17696";"20801";"30160";"4";"36";"biology"
"19181";"15730";"20802";"32049";"4";"33";"biology"
"20586";"17446";"20804";"32049";"4";"35";"biology"
"16181";"10034";"20806";"32049";"4";"27";"biology"
"15918";"9724";"20807";"32049";"4";"26";"biology"
"20475";"17303";"20808";"32049";"4";"35";"biology"
"18340";"14673";"20810";"32949";"2";"32";"biology"
"20797";"17704";"20812";"31561";"4";"36";"biology"
"20815";"17730";"20816";"32904";"4";"36";"biology"
"13715";"7115";"20818";"32274";"4";"20";"biology"
"15147";"8802";"20819";"32049";"4";"24";"biology"
"19774";"16436";"20820";"32049";"4";"34";"biology"
"19834";"16512";"20821";"32049";"4";"34";"biology"
"20823";"17742";"20824";"32659";"4";"36";"biology"
"20822";"17741";"20825";"31557";"4";"36";"biology"
"20809";"17723";"20826";"28764";"4";"36";"biology"
"20827";"17747";"20828";"29521";"4";"36";"biology"
"20813";"17728";"20829";"29329";"4";"36";"biology"
"20822";"17741";"20831";"32068";"4";"36";"biology"
"20817";"17732";"20834";"31557";"4";"36";"biology"
"20832";"17753";"20837";"32659";"4";"36";"biology"
"20771";"17676";"20839";"28584";"4";"36";"biology"
"20830";"17751";"20840";"30509";"4";"36";"biology"
"20838";"17759";"20841";"32049";"4";"36";"biology"
"20842";"17763";"20843";"32068";"4";"36";"biology"
"20844";"17765";"20846";"32049";"4";"36";"biology"
"17908";"14126";"20847";"32114";"4";"30";"biology"
"20848";"17770";"20849";"30160";"4";"36";"biology"
"20811";"17725";"20850";"32049";"4";"36";"biology"
"20842";"17763";"20854";"32659";"4";"36";"biology"
"14539";"8066";"20855";"32114";"4";"22";"biology"
"20853";"17775";"20856";"30160";"4";"36";"biology"
"20851";"17773";"20857";"32172";"4";"36";"biology"
"20842";"17763";"20859";"31557";"4";"36";"biology"
"20860";"17785";"20861";"31557";"4";"36";"biology"
"12465";"3689";"20862";"31318";"4";"16";"biology"
"20517";"17349";"20864";"31663";"4";"35";"biology"
"20736";"17629";"20865";"29329";"4";"35";"biology"
"20736";"17629";"20866";"32049";"4";"35";"biology"
"19699";"16352";"20867";"32049";"4";"34";"biology"
"20863";"17790";"20868";"29284";"4";"36";"biology"
"20835";"17756";"20869";"31138";"4";"36";"biology"
"20871";"17798";"20873";"29329";"4";"36";"biology"
"20872";"17799";"20874";"29329";"4";"36";"biology"
"20870";"17797";"20875";"30160";"4";"36";"biology"
"20851";"17773";"20883";"32969";"1";"36";"biology"
"20879";"17807";"20885";"32586";"4";"36";"biology"
"20803";"17714";"20886";"32586";"4";"36";"biology"
"20880";"17808";"20888";"31561";"4";"36";"biology"
"20887";"17816";"20889";"31557";"4";"36";"biology"
"20872";"17799";"20890";"32834";"4";"36";"biology"
"20881";"17810";"20891";"32834";"4";"36";"biology"
"20813";"17728";"20893";"32967";"4";"36";"biology"
"20894";"17823";"20895";"32049";"4";"36";"biology"
"20892";"17821";"20896";"29284";"4";"36";"biology"
"20897";"17826";"20900";"31557";"4";"36";"biology"
"20898";"17827";"20901";"31557";"4";"36";"biology"
"20899";"17829";"20902";"32659";"4";"36";"biology"
"20876";"17804";"20903";"32049";"4";"36";"biology"
"9547";"450";"20905";"32049";"4";"7";"biology"
"20908";"17839";"20910";"28488";"4";"36";"biology"
"20906";"17837";"20911";"32049";"4";"36";"biology"
"20882";"17811";"20912";"28111";"4";"36";"biology"
"20907";"17838";"20913";"29329";"4";"36";"biology"
"16563";"10492";"20915";"32172";"4";"27";"biology"
"12405";"3619";"20917";"32049";"4";"15";"biology"
"20918";"17852";"20919";"28090";"4";"36";"biology"
"20918";"17852";"20922";"29284";"4";"36";"biology"
"20921";"17855";"20923";"30160";"4";"36";"biology"
"18461";"14844";"20924";"32049";"4";"32";"biology"
"15867";"9662";"20925";"32049";"4";"26";"biology"
"20909";"17840";"20926";"32664";"4";"36";"biology"
"20929";"17867";"20930";"32049";"4";"36";"biology"
"20909";"17840";"20931";"32986";"4";"36";"biology"
"20916";"17850";"20932";"32699";"4";"36";"biology"
"15611";"9374";"20934";"32049";"4";"25";"biology"
"20935";"17876";"20936";"32049";"4";"36";"biology"
"12811";"5089";"20937";"32049";"4";"17";"biology"
"20927";"17862";"20938";"31739";"4";"36";"biology"
"20941";"17890";"20942";"32586";"4";"36";"biology"
"20940";"17889";"20943";"31557";"4";"36";"biology"
"20495";"17324";"20944";"32997";"3";"35";"biology"
"19999";"16715";"20945";"32997";"3";"34";"biology"
"15867";"9662";"20947";"31557";"4";"26";"biology"
"20950";"17899";"20951";"32554";"4";"36";"biology"
"20952";"17902";"20953";"28584";"4";"36";"biology"
"15046";"8687";"20954";"32049";"4";"24";"biology"
"20949";"17898";"20955";"31557";"4";"36";"biology"
"19352";"15915";"20957";"32049";"4";"33";"biology"
"20956";"17906";"20958";"32049";"4";"36";"biology"
"20952";"17902";"20959";"30715";"4";"36";"biology"
"14700";"8257";"20962";"32166";"3";"23";"biology"
"20961";"17912";"20963";"32815";"4";"36";"biology"
"20940";"17889";"20964";"31138";"4";"36";"biology"
"20965";"17920";"20966";"32586";"4";"36";"biology"
"17250";"11325";"20968";"32586";"4";"29";"biology"
"20969";"17926";"20970";"33011";"4";"36";"biology"
"20969";"17926";"20971";"32586";"4";"36";"biology"
"16039";"9867";"20973";"32049";"4";"26";"biology"
"18485";"14873";"20974";"32049";"4";"32";"biology"
"18011";"14245";"20975";"32049";"4";"31";"biology"
"17533";"13678";"20976";"32049";"4";"30";"biology"
"16770";"10749";"20977";"32049";"4";"28";"biology"
"20972";"17930";"20978";"32586";"4";"36";"biology"
"13237";"5572";"20979";"32049";"4";"18";"biology"
"20981";"17940";"20983";"32510";"4";"36";"biology"
"20985";"17944";"20986";"31557";"4";"36";"biology"
"20939";"17883";"20987";"33008";"3";"36";"biology"
"17533";"13678";"20988";"32479";"4";"30";"biology"
"20946";"17895";"20989";"28844";"4";"36";"biology"
"18257";"14570";"20990";"32586";"4";"31";"biology"
"20980";"17939";"20992";"30160";"4";"36";"biology"
"20960";"17911";"20993";"30792";"4";"36";"biology"
"15908";"9710";"20994";"32239";"4";"26";"biology"
"19083";"15612";"20995";"33030";"1";"33";"biology"
"18176";"14459";"20996";"32586";"4";"31";"biology"
"20997";"17966";"20998";"32586";"4";"36";"biology"
"16233";"10096";"20999";"32586";"4";"27";"biology"
"20164";"16919";"21000";"28167";"4";"35";"biology"
"21001";"17971";"21002";"32290";"4";"36";"biology"
"21001";"17971";"21003";"30160";"4";"36";"biology"
"21005";"17976";"21006";"31557";"4";"36";"biology"
"21007";"17980";"21008";"32586";"4";"36";"biology"
"21009";"17982";"21010";"32586";"4";"36";"biology"
"21011";"17984";"21012";"32586";"4";"36";"biology"
"18086";"14345";"21015";"29329";"4";"31";"biology"
"21016";"18987";"21017";"30160";"4";"36";"biology"
"21016";"18987";"21018";"32489";"4";"36";"biology"
"21013";"18984";"21019";"30780";"4";"36";"biology"
"13188";"5514";"21023";"29329";"4";"18";"biology"
"11580";"2684";"21024";"31522";"4";"12";"biology"
"21026";"19002";"21027";"32049";"4";"36";"biology"
"21026";"19002";"21028";"31557";"4";"36";"biology"
"21029";"19005";"21030";"31557";"4";"36";"biology"
"21021";"18995";"21031";"32049";"4";"36";"biology"
"21022";"18996";"21032";"32049";"4";"36";"biology"
"21029";"19005";"21033";"29284";"4";"36";"biology"
"21020";"18994";"21034";"29284";"4";"36";"biology"
"21035";"19013";"21036";"32586";"4";"36";"biology"
"20724";"17613";"21038";"33055";"3";"35";"biology"
"21039";"19020";"21040";"32659";"4";"36";"biology"
"21039";"19020";"21041";"29284";"4";"36";"biology"
"21037";"19016";"21042";"29284";"4";"36";"biology"
"21043";"19024";"21044";"32659";"4";"36";"biology"
"13373";"5723";"21045";"30392";"4";"19";"biology"
"21025";"19001";"21047";"30160";"4";"36";"biology"
"21046";"19030";"21049";"28090";"4";"36";"biology"
"21048";"19032";"21050";"32586";"4";"36";"biology"
"21048";"19032";"21051";"32049";"4";"36";"biology"
"21052";"19036";"21053";"31557";"4";"36";"biology"
"12511";"3743";"21056";"32049";"4";"16";"biology"
"19100";"15631";"21057";"32049";"4";"33";"biology"
"21048";"19032";"21058";"28312";"4";"36";"biology"
"21055";"19040";"21061";"30400";"4";"36";"biology"
"21062";"19053";"21063";"31557";"4";"36";"biology"
"21064";"19055";"21065";"32659";"4";"36";"biology"
"21066";"19057";"21068";"33070";"4";"36";"biology"
"21070";"19066";"21071";"30400";"4";"36";"biology"
"21072";"19069";"21073";"32586";"4";"36";"biology"
"21074";"19071";"21075";"32586";"4";"36";"biology"
"21076";"19073";"21077";"32586";"4";"36";"biology"
"20617";"17483";"21080";"32612";"4";"35";"biology"
"20557";"17406";"21081";"32612";"4";"35";"biology"
"18456";"14836";"21082";"28584";"4";"32";"biology"
"21079";"19077";"21084";"30772";"4";"36";"biology"
"21059";"19048";"21086";"28584";"4";"36";"biology"
"21078";"19076";"21087";"31557";"4";"36";"biology"
"21069";"19065";"21088";"32068";"4";"36";"biology"
"21076";"19073";"21089";"33079";"4";"36";"biology"
"20991";"17957";"21090";"28208";"4";"36";"biology"
"21085";"19083";"21091";"28208";"4";"36";"biology"
"21083";"19081";"21094";"30400";"4";"36";"biology"
"21095";"19095";"21096";"31557";"4";"36";"biology"
"21095";"19095";"21097";"28194";"4";"36";"biology"
"13334";"5680";"21098";"29329";"4";"19";"biology"
"21099";"19099";"21100";"32659";"4";"36";"biology"
"21105";"19107";"21106";"32586";"4";"36";"biology"
"21104";"19105";"21107";"29205";"4";"36";"biology"
"21103";"19104";"21108";"29205";"4";"36";"biology"
"21110";"19114";"21112";"31557";"4";"36";"biology"
"21111";"19115";"21114";"32586";"4";"36";"biology"
"21111";"19115";"21115";"32489";"4";"36";"biology"
"21109";"19113";"21116";"29284";"4";"36";"biology"
"21118";"19123";"21120";"32489";"4";"36";"biology"
"21117";"19121";"21121";"33095";"4";"36";"biology"
"21062";"19053";"21122";"33095";"4";"36";"biology"
"20386";"17190";"21123";"33095";"4";"35";"biology"
"21060";"19051";"21124";"33095";"4";"36";"biology"
"21060";"19051";"21125";"29205";"4";"36";"biology"
"21101";"19101";"21126";"30392";"4";"36";"biology"
"20949";"17898";"21127";"32834";"4";"36";"biology"
"21128";"19133";"21129";"32586";"4";"36";"biology"
"20823";"17742";"21133";"32954";"2";"36";"biology"
"21132";"19137";"21134";"31557";"4";"36";"biology"
"12295";"3497";"21136";"33095";"4";"15";"biology"
"21131";"19136";"21138";"33095";"4";"36";"biology"
"21137";"19144";"21140";"30400";"4";"36";"biology"
"21137";"19144";"21141";"32659";"4";"36";"biology"
"21130";"19135";"21142";"32586";"4";"36";"biology"
"21143";"19150";"21145";"33095";"4";"36";"biology"
"21146";"19153";"21147";"33095";"4";"36";"biology"
"21144";"19151";"21148";"32659";"4";"36";"biology"
"21149";"19156";"21151";"30160";"4";"36";"biology"
"21152";"19159";"21153";"30772";"4";"36";"biology"
"17463";"13591";"21154";"33114";"2";"29";"biology"
"18135";"14399";"21158";"32653";"4";"31";"biology"
"18511";"14903";"21159";"32653";"4";"32";"biology"
"20918";"17852";"21162";"29998";"3";"36";"biology"
"21160";"19169";"21163";"30160";"4";"36";"biology"
"21157";"19166";"21164";"33121";"3";"36";"biology"
"21167";"19176";"21168";"32049";"4";"36";"biology"
"21169";"19178";"21171";"33095";"4";"36";"biology"
"21156";"19165";"21172";"33095";"4";"36";"biology"
"21170";"19179";"21174";"32586";"4";"36";"biology"
"21165";"19174";"21176";"29284";"4";"36";"biology"
"21161";"19170";"21178";"31138";"4";"36";"biology"
"21179";"19190";"21180";"33095";"4";"36";"biology"
"21173";"19182";"21181";"33111";"2";"36";"biology"
"21182";"19195";"21184";"33095";"4";"36";"biology"
"21183";"19196";"21185";"30772";"4";"36";"biology"
"13530";"6909";"21186";"33095";"4";"19";"biology"
"11435";"2523";"21187";"33095";"4";"12";"biology"
"20757";"17657";"21189";"33133";"4";"35";"biology"
"21188";"19204";"21190";"33095";"4";"36";"biology"
"19047";"15568";"21191";"30773";"4";"33";"biology"
"21188";"19204";"21192";"28139";"4";"36";"biology"
"21193";"19210";"21194";"31557";"4";"36";"biology"
"21195";"19212";"21196";"31557";"4";"36";"biology"
"21183";"19196";"21197";"31138";"4";"36";"biology"
"21198";"19215";"21199";"33095";"4";"36";"biology"
"21193";"19210";"21200";"30507";"4";"36";"biology"
"21198";"19215";"21201";"32586";"4";"36";"biology"
"21202";"19219";"21203";"37635";"4";"36";"biology"
"21204";"19221";"21206";"29205";"4";"36";"biology"
"21208";"19227";"21212";"32586";"4";"36";"biology"
"21210";"19231";"21213";"32659";"4";"36";"biology"
"21208";"19227";"21214";"33095";"4";"36";"biology"
"21208";"19227";"21215";"32664";"4";"36";"biology"
"21217";"19239";"21218";"33147";"4";"36";"biology"
"21216";"19238";"21219";"33147";"4";"36";"biology"
"21210";"19231";"21220";"33147";"4";"36";"biology"
"9602";"510";"21223";"33150";"4";"7";"biology"
"21222";"19246";"21224";"28167";"4";"36";"biology"
"21225";"19250";"21227";"33095";"4";"36";"biology"
"21228";"19256";"21231";"31557";"4";"36";"biology"
"21230";"19258";"21232";"32317";"4";"36";"biology"
"21230";"19258";"21233";"28139";"4";"36";"biology"
"21226";"19254";"21234";"30772";"4";"36";"biology"
"13223";"5558";"21236";"33162";"4";"18";"biology"
"21237";"19267";"21238";"28167";"4";"36";"biology"
"21235";"19265";"21239";"32049";"4";"36";"biology"
"20933";"17873";"21240";"30773";"4";"36";"biology"
"21226";"19254";"21242";"33147";"4";"36";"biology"
"16763";"10741";"21243";"30773";"4";"28";"biology"
"21244";"19277";"21245";"29284";"4";"36";"biology"
"21241";"19273";"21246";"29284";"4";"36";"biology"
"20939";"17883";"21247";"30773";"4";"36";"biology"
"21093";"19093";"21248";"30773";"4";"36";"biology"
"11899";"3045";"21251";"30773";"4";"14";"biology"
"21250";"19283";"21252";"30772";"4";"36";"biology"
"14082";"7528";"21254";"33168";"2";"21";"biology"
"16458";"10373";"21256";"33170";"2";"27";"biology"
"21253";"19288";"21258";"29284";"4";"36";"biology"
"21257";"19293";"21259";"32659";"4";"36";"biology"
"21255";"19291";"21260";"30773";"4";"36";"biology"
"20967";"17924";"21261";"31678";"3";"36";"biology"
"21257";"19293";"21263";"30400";"4";"36";"biology"
"15724";"9506";"21264";"33177";"3";"26";"biology"
"21265";"19303";"21266";"28167";"4";"36";"biology"
"21265";"19303";"21267";"32684";"4";"36";"biology"
"20790";"17696";"21270";"30773";"4";"36";"biology"
"21271";"19310";"21272";"32815";"4";"36";"biology"
"21273";"19312";"21274";"30772";"4";"36";"biology"
"21273";"19312";"21276";"30400";"4";"36";"biology"
"21275";"19314";"21278";"31557";"4";"36";"biology"
"20939";"17883";"21281";"33186";"4";"36";"biology"
"21282";"19322";"21283";"33147";"4";"37";"biology"
"21007";"17980";"21284";"33189";"2";"36";"biology"
"21271";"19310";"21285";"30160";"4";"36";"biology"
"21275";"19314";"21286";"33188";"4";"36";"biology"
"21282";"19322";"21287";"29284";"4";"37";"biology"
"21280";"19320";"21288";"29284";"4";"36";"biology"
"20376";"17179";"21290";"33183";"4";"35";"biology"
"21291";"19338";"21292";"30160";"4";"37";"biology"
"21291";"19338";"21293";"30400";"4";"37";"biology"
"21294";"19342";"21295";"30772";"4";"37";"biology"
"21296";"19344";"21297";"30772";"4";"37";"biology"
"18870";"15365";"21299";"32586";"4";"33";"biology"
"21289";"19336";"21300";"32172";"4";"36";"biology"
"21298";"19346";"21301";"30773";"4";"37";"biology"
"21291";"19338";"21303";"29271";"4";"37";"biology"
"21302";"19355";"21305";"28951";"4";"37";"biology"
"21202";"19219";"21310";"32049";"4";"36";"biology"
"19834";"16512";"21311";"32586";"4";"34";"biology"
"21307";"19361";"21312";"33095";"4";"37";"biology"
"21306";"19360";"21313";"32586";"4";"37";"biology"
"21308";"19362";"21314";"29284";"4";"37";"biology"
"21054";"19038";"21315";"32586";"4";"36";"biology"
"13023";"5324";"21316";"32586";"4";"17";"biology"
"21318";"19374";"21319";"31557";"4";"37";"biology"
"21317";"19373";"21320";"28194";"4";"37";"biology"
"21321";"19377";"21323";"32049";"4";"37";"biology"
"21325";"19381";"21326";"31557";"4";"37";"biology"
"21325";"19381";"21327";"33153";"4";"37";"biology"
"21309";"19364";"21328";"32049";"4";"37";"biology"
"14072";"7516";"21329";"33221";"4";"21";"biology"
"21324";"19380";"21330";"28194";"4";"37";"biology"
"14589";"8123";"21331";"32049";"4";"23";"biology"
"21332";"19388";"21335";"32659";"4";"37";"biology"
"21332";"19388";"21336";"28167";"4";"37";"biology"
"21338";"19396";"21340";"30202";"4";"37";"biology"
"21324";"19380";"21341";"32290";"4";"37";"biology"
"21337";"19395";"21342";"30160";"4";"37";"biology"
"13090";"5401";"21343";"32049";"4";"18";"biology"
"12468";"3694";"21344";"32049";"4";"16";"biology"
"19743";"16403";"21345";"31996";"4";"34";"biology"
"21177";"19187";"21346";"32049";"4";"36";"biology"
"21347";"19407";"21348";"28191";"4";"37";"biology"
"21332";"19388";"21349";"30160";"4";"37";"biology"
"21322";"19378";"21350";"31557";"4";"37";"biology"
"21351";"19411";"21352";"29284";"4";"37";"biology"
"21351";"19411";"21353";"29521";"4";"37";"biology"
"17441";"13568";"21354";"32049";"4";"29";"biology"
"21229";"19257";"21357";"30647";"4";"36";"biology"
"21356";"19417";"21358";"32659";"4";"37";"biology"
"21333";"19391";"21359";"31138";"4";"37";"biology"
"18266";"14579";"21360";"32049";"4";"31";"biology"
