"id";"id_community";"profile";"reputation";"betweenness";"closeness";"eccentricity";"harmonic_closeness";"page_rank";"indegree";"outdegree";"degree";"eigenvector";"modularity_class";"clustering_coefficient";"interactions";"strongly_component";"weakly_component";"answers";"comments";"questions"
"53929";"10";"3";"106";"0";"0,27079700482100727";"8";"0,28264001623376445";"0,000015552246910179046";"0";"2";"2";"0";"7";"0,5";"2";"3148";"0";"0";"0";"1"
"53930";"10";"4";"113";"0";"0,28831977283896687";"7";"0,30206394300143696";"0,000015552246910179046";"0";"3";"3";"0";"16";"0,1666666716337204";"3";"3149";"0";"0";"0";"1"
"53931";"10";"1";"11";"0";"0";"0";"0";"0,000019435643734294527";"1";"0";"1";"0,00024361199134194738";"17";"0";"1";"958";"0";"1";"0";"0"
"53932";"10";"1";"13";"0";"0,28050788928438614";"7";"0,29328057359307";"0,000015552246910179046";"1";"4";"5";"0,0001927139082221773";"16";"0,5";"6";"3150";"0";"0";"1";"1"
"53933";"10";"1";"101";"0";"1";"1";"1";"0,000015552246910179046";"0";"1";"1";"0";"2";"0";"1";"3151";"0";"0";"0";"1"
"53936";"10";"1";"6";"0";"0,2899505766062603";"7";"0,3041202200577132";"0,000015552246910179046";"0";"2";"2";"0";"18";"1";"2";"3152";"0";"0";"0";"1"
"53937";"10";"1";"13";"157,18869692988966";"0,26955678104575165";"8";"0,2812728330582078";"0,000024953562805564525";"1";"1";"2";"0,00023035964853687876";"18";"0";"2";"1043";"0";"1";"0";"0"
"53939";"10";"4";"194";"137,62218061554321";"0,30360018403496664";"7";"0,31886315048844766";"0,00003085937512078094";"2";"8";"10";"0,0031060342125904137";"16";"0,3571428656578064";"10";"1043";"0";"0";"2";"1"
"53940";"10";"3";"108";"0";"0,2918025537560113";"7";"0,30431178343660986";"0,000027346877664986564";"1";"2";"3";"0,006477664690972826";"16";"0,5";"3";"1043";"0";"0";"1";"1"
"53941";"10";"1";"11";"0";"0,2859851562923235";"7";"0,2982581477372095";"0,000027346877664986564";"1";"1";"2";"0,006477664690972826";"18";"0";"3";"1043";"0";"0";"2";"1"
"53943";"10";"4";"113";"0";"0,2974419652918639";"7";"0,3107397685347964";"0,000027346877664986564";"2";"4";"6";"0,006755042833584132";"18";"0,699999988079071";"13";"1043";"0";"0";"7";"2"
"53946";"10";"1";"8";"256,6746602323961";"0,294193045028979";"7";"0,307776996003925";"0,0000542272327232769";"3";"4";"7";"0,004995754281735207";"21";"0,5";"7";"1043";"0";"0";"3";"1"
"53947";"10";"4";"121";"0";"0,28173523291179764";"7";"0,29484172077921594";"0,000015552246910179046";"0";"1";"1";"0";"20";"0";"1";"3154";"0";"0";"0";"1"
"53948";"10";"4";"2785";"327360,3833163154";"0,3574620801733478";"7";"0,38497686250099783";"0,0015258989828659815";"131";"66";"197";"0,19599125463296863";"18";"0,09466762840747833";"553";"1043";"0";"142";"166";"24"
"53950";"10";"1";"16";"0";"0,2882410743530953";"7";"0,30069669913419234";"0,000015552246910179046";"0";"3";"3";"0";"18";"0";"3";"3155";"0";"0";"0";"1"
"53951";"10";"1";"101";"0";"0";"0";"0";"0,00004286923705722183";"1";"0";"1";"0,007993794492633629";"17";"0";"1";"876";"0";"0";"1";"0"
"53952";"10";"1";"72";"414,7526452003612";"0,31045636320865677";"7";"0,3262919564491704";"0,00012880993390565197";"4";"6";"10";"0,031584221054312606";"18";"0,6666666865348816";"11";"1043";"0";"1";"4";"3"
"53953";"10";"4";"1239";"85023,66960965963";"0,32748138957816375";"7";"0,3481629818057038";"0,0009707294901093962";"66";"23";"89";"0,161773234043586";"18";"0,10483609139919281";"139";"1043";"0";"28";"65";"1"
"53954";"10";"4";"204";"297,1451340915058";"0,31133522057088936";"7";"0,32856015298711627";"0,00006476435574690573";"3";"8";"11";"0,016803224431346103";"21";"0,6111111044883728";"18";"1043";"0";"0";"6";"3"
"53956";"10";"1";"3";"0";"0,29627967005218564";"7";"0,3111498917748839";"0,000015552246910179046";"0";"3";"3";"0";"36";"0,1666666716337204";"3";"3157";"0";"0";"0";"1"
"53957";"10";"1";"1";"9,798792457903462";"0,27198722242258744";"8";"0,28299258517576165";"0,000018394991905967746";"1";"2";"3";"0,0003509021878821432";"17";"0";"3";"1043";"0";"1";"0";"0"
"53958";"10";"1";"46";"42,011445761615484";"0,2948503127792672";"7";"0,30883103762436215";"0,00004346293031224399";"2";"2";"4";"0,012916554861777181";"16";"0,3333333432674408";"4";"1043";"0";"1";"1";"2"
"53959";"10";"1";"46";"10518,846600744033";"0,29650640305549314";"7";"0,31113260989183733";"0,00004346293031224399";"3";"5";"8";"0,01329700486509291";"16";"0,4285714328289032";"13";"1043";"0";"1";"4";"1"
"53960";"10";"4";"121";"0";"0,29015771830521514";"7";"0,30392135642134976";"0,000015552246910179046";"0";"3";"3";"0";"18";"0,3333333432674408";"3";"3158";"0";"0";"0";"1"
"53961";"10";"1";"6";"0";"0,29684601113172543";"7";"0,3113613816738723";"0,000015552246910179046";"0";"2";"2";"0";"18";"1";"3";"3159";"0";"0";"0";"1"
"53962";"10";"1";"8";"0";"0,2860083419099724";"7";"0,2982963564213501";"0,000015552246910179046";"0";"1";"1";"0";"18";"0";"1";"3160";"0";"0";"0";"1"
"53963";"10";"1";"1";"0";"0";"0";"0";"0,000022952797491016973";"1";"0";"1";"0,0003804500033157283";"16";"0";"1";"787";"0";"1";"0";"0"
"53964";"10";"1";"101";"0";"0";"0";"0";"0,00001702152062032605";"1";"0";"1";"0,0001927139082221773";"16";"0";"2";"1459";"0";"0";"2";"0"
"53966";"10";"1";"1";"0";"0";"0";"0";"0,000027346877664986564";"1";"0";"1";"0,006477664690972826";"18";"0";"1";"683";"0";"1";"0";"0"
"53969";"10";"1";"1";"0";"0,2835203780271707";"7";"0,2968303571428519";"0,000015552246910179046";"0";"2";"2";"0";"18";"0,5";"2";"3163";"0";"0";"0";"1"
"53971";"10";"1";"11";"0";"0,2936596218020022";"7";"0,3076930014429945";"0,000015552246910179046";"0";"4";"4";"0";"18";"0,4166666567325592";"4";"3164";"0";"0";"0";"1"
"53974";"10";"1";"18";"0";"0,2901258310896203";"7";"0,3039831349206284";"0,000015552246910179046";"0";"2";"2";"0";"16";"1";"2";"3165";"0";"0";"0";"2"
"53975";"10";"4";"113";"0";"0,29464285714285715";"7";"0,30762536075035213";"0,000015552246910179046";"1";"4";"5";"0,0001927139082221773";"18";"0,5";"8";"3167";"0";"0";"2";"1"
"53976";"10";"4";"121";"0";"0,271283974721266";"8";"0,28262874278499117";"0,000015552246910179046";"1";"3";"4";"0,0001927139082221773";"17";"0,3333333432674408";"10";"3168";"0";"0";"3";"2"
"53980";"10";"4";"6743";"843889,3099485231";"0,3598255061004703";"6";"0,39013702090040875";"0,002262374330781355";"255";"104";"359";"0,2529646211100266";"22";"0,03455996885895729";"550";"1043";"0";"199";"145";"8"
"53983";"10";"1";"86";"0";"0,2180016515276631";"8";"0,22358608405484373";"0,000015552246910179046";"1";"2";"3";"0,0001927139082221773";"2";"0,5";"3";"3169";"0";"0";"1";"1"
"53985";"10";"1";"6";"0";"0,2788045200126729";"7";"0,2907381854256823";"0,000015552246910179046";"1";"3";"4";"0,0001927139082221773";"17";"0,3333333432674408";"5";"3170";"0";"0";"1";"1"
"53987";"10";"1";"83";"0";"0,266535393315157";"8";"0,2775126512055865";"0,00005053839733679013";"1";"2";"3";"0,006040691386516545";"16";"0,3333333432674408";"4";"1043";"0";"0";"1";"1"
"53988";"10";"4";"123";"0";"0,259397572600855";"8";"0,2693121442553179";"0,000028029162590010678";"1";"1";"2";"0,002241341733482198";"16";"0";"2";"1043";"0";"0";"1";"1"
"53989";"10";"1";"8";"75,95831415014585";"0,2715814384195905";"8";"0,28296011149297584";"0,00010261341072267057";"2";"2";"4";"0,012649887739655358";"18";"0";"5";"1043";"0";"0";"3";"1"
"53991";"10";"1";"11";"0";"0,2416475972540046";"8";"0,24907174422800002";"0,000015552246910179046";"0";"1";"1";"0";"16";"0";"1";"3171";"0";"0";"0";"1"
"53992";"10";"4";"692";"34637,721112281964";"0,3322215229704216";"6";"0,3535675948727521";"0,00018018774566081955";"16";"21";"37";"0,04075927819021566";"20";"0,28431373834609985";"81";"1043";"0";"4";"33";"9"
"53994";"10";"1";"39";"0";"0,27315054319710297";"8";"0,28485727813852624";"0,000015552246910179046";"0";"2";"2";"0";"16";"0";"2";"3173";"0";"0";"0";"1"
"53996";"10";"1";"16";"0";"0,2809855782023309";"7";"0,2932255591630553";"0,000015552246910179046";"0";"4";"4";"0";"16";"0";"5";"3174";"0";"0";"0";"2"
"53997";"10";"1";"91";"104,47536538167468";"0,28150162640644166";"7";"0,29397568081977626";"0,00005435600335632412";"3";"2";"5";"0,007137841849957181";"18";"0,550000011920929";"8";"1043";"0";"1";"4";"2"
"53998";"10";"1";"21";"0";"0,2910855063674955";"7";"0,3053291847041772";"0,000015552246910179046";"0";"2";"2";"0";"7";"1";"2";"3176";"0";"0";"0";"1"
"54000";"10";"4";"2497";"368147,1308315623";"0,3478518713758566";"7";"0,37422040610142754";"0,0009373336881569208";"103";"65";"168";"0,09111102160929489";"18";"0,06411632895469666";"319";"1043";"0";"63";"108";"19"
"54002";"10";"1";"18";"0";"0,2602888264576864";"8";"0,27071915492195986";"0,000015552246910179046";"0";"4";"4";"0";"2";"0,1666666716337204";"5";"3180";"0";"0";"0";"1"
"54004";"10";"1";"21";"0";"0,26836086404066073";"8";"0,2792960858585861";"0,000015552246910179046";"0";"2";"2";"0";"16";"1";"2";"3181";"0";"0";"0";"1"
"54006";"10";"1";"11";"0";"0";"0";"0";"0,000017441313108939483";"1";"0";"1";"0,0001857527576717709";"16";"0";"1";"2132";"0";"1";"0";"0"
"54007";"10";"4";"421";"52653,00734248319";"0,3269540443453487";"7";"0,3472032040700194";"0,00015760417801468501";"15";"25";"40";"0,031058957278938083";"18";"0,22100840508937836";"58";"1043";"0";"6";"18";"10"
"54011";"10";"1";"101";"0";"0";"0";"0";"0,0000910830308614432";"3";"0";"3";"0,01165386189138892";"18";"0";"3";"311";"0";"0";"3";"0"
"54012";"10";"1";"23";"0";"0,25540560150921493";"8";"0,26479595057720445";"0,000015552246910179046";"0";"2";"2";"0";"18";"0";"2";"3182";"0";"0";"0";"1"
"54013";"10";"4";"479";"1045,3492635023188";"0,3097459367482251";"7";"0,3257552386364542";"0,00006750649480716913";"7";"7";"14";"0,011922449215907752";"18";"0,34065935015678406";"16";"1043";"0";"9";"0";"4"
"54014";"10";"4";"129";"26,439787869439392";"0,25350489725369696";"8";"0,2627712391774914";"0,000017756157475399556";"1";"1";"2";"0,0001857527576717709";"36";"0";"2";"2074";"0";"1";"0";"1"
"54015";"10";"1";"11";"0";"0,26609204092948235";"8";"0,277037723594837";"0,000046239656749832166";"1";"1";"2";"0,006098487430934403";"18";"0";"2";"1043";"0";"0";"1";"1"
"54016";"10";"4";"118";"0";"0,2996764856121233";"7";"0,3151127344877242";"0,000015552246910179046";"0";"5";"5";"0";"21";"0,4000000059604645";"5";"3183";"0";"0";"0";"3"
"54017";"10";"4";"189";"3684,613070205721";"0,31525828605553896";"7";"0,33266762283620155";"0,00012884684787904216";"5";"9";"14";"0,03397063715653608";"18";"0,6363636255264282";"27";"1043";"0";"1";"11";"5"
"54022";"10";"1";"6";"0";"0,2587093929148905";"8";"0,26895855880231184";"0,000015552246910179046";"0";"2";"2";"0";"18";"0";"3";"3185";"0";"0";"0";"1"
"54023";"10";"1";"6";"0";"0,26598156264168055";"8";"0,2765699404761912";"0,000015552246910179046";"0";"2";"2";"0";"18";"0,5";"2";"3186";"0";"0";"0";"1"
"54025";"10";"1";"23";"0";"0,2730093071354705";"8";"0,2846250450937938";"0,000015552246910179046";"0";"3";"3";"0";"18";"0,3333333432674408";"3";"3187";"0";"0";"0";"1"
"54026";"10";"1";"1";"0";"0";"0";"0";"0,00002127392362795954";"1";"0";"1";"0,00021391496727320925";"16";"0";"1";"292";"0";"1";"0";"0"
"54028";"10";"4";"113";"0";"0,27873092963099827";"7";"0,29055510461760153";"0,000015552246910179046";"0";"1";"1";"0";"17";"0";"1";"3188";"0";"0";"0";"1"
"54029";"10";"4";"7876";"419534,24917944294";"0,34462723593158373";"7";"0,3707790977728297";"0,0012221177786707741";"138";"68";"206";"0,16117065735540656";"18";"0,058313749730587006";"530";"1043";"0";"137";"151";"0"
"54030";"10";"1";"23";"140,4751320517166";"0,28937126569094995";"7";"0,3033141197376785";"0,000046239656749832166";"1";"3";"4";"0,006098487430934403";"22";"0,5";"4";"1043";"0";"0";"1";"1"
"54032";"10";"4";"161";"705,3729910443951";"0,2552564164531877";"8";"0,2651017574232902";"0,00002123983716167793";"1";"4";"5";"0,0001927139082221773";"18";"0,20000000298023224";"6";"3189";"0";"0";"2";"1"
"54033";"10";"4";"171";"1";"0,22418916624214638";"8";"0,23078736891462742";"0,0000200672186484065";"1";"3";"4";"0,0001927139082221773";"18";"0,1666666716337204";"5";"3189";"0";"1";"0";"0"
"54034";"10";"4";"1058";"39920,10128692703";"0,30923788881729247";"7";"0,32632352808521403";"0,00036616001225694316";"17";"18";"35";"0,06977060095296637";"18";"0,14516128599643707";"87";"1043";"0";"10";"32";"1"
"54035";"10";"1";"17";"75,00516303112212";"0,3103651008289729";"7";"0,32749483578237926";"0,00003534154714090738";"2";"11";"13";"0,001461762855073124";"5";"0,40909090638160706";"18";"1043";"0";"0";"3";"2"
"54039";"10";"3";"106";"0";"0,19884780480457867";"9";"0,20306632341759195";"0,000035826044307707194";"1";"1";"2";"0,00019955077886006075";"16";"0";"2";"3018";"0";"0";"1";"1"
"54040";"10";"1";"31";"5280,999999999998";"0,24819061941911832";"8";"0,2565438995139859";"0,00004768150906701751";"2";"2";"4";"0,00037859094580647133";"16";"0,1666666716337204";"4";"3018";"0";"2";"0";"0"
"54042";"10";"3";"101";"0";"0";"0";"0";"0,00006113200019266398";"2";"0";"2";"0,010872741343606896";"18";"0";"2";"924";"0";"0";"2";"0"
"54046";"10";"3";"101";"0";"0";"0";"0";"0,00004438421713141112";"2";"0";"2";"0,0024757741473752297";"36";"0";"2";"587";"0";"0";"2";"0"
"54047";"10";"3";"101";"0";"0,2590012753850682";"8";"0,2692823322510852";"0,000015552246910179046";"0";"2";"2";"0";"18";"0";"2";"3192";"0";"0";"0";"1"
"54051";"10";"3";"101";"0";"0";"0";"0";"0,000041484401795603134";"2";"0";"2";"0,0021483886599064";"18";"0";"3";"507";"0";"0";"3";"0"
"54053";"10";"1";"46";"74,05901251955285";"0,27873092963099827";"7";"0,29055510461760153";"0,00001885811275800981";"1";"1";"2";"0,0001927139082221773";"16";"0";"2";"3194";"0";"1";"0";"0"
"54055";"10";"1";"1";"0";"0,28173523291179764";"7";"0,29484172077921594";"0,000015552246910179046";"0";"1";"1";"0";"20";"0";"1";"3195";"0";"0";"0";"1"
"54059";"10";"4";"179";"0";"0";"0";"0";"0,00003095957016762649";"2";"0";"2";"0,0004007627433895146";"18";"0,5";"2";"275";"0";"1";"1";"0"
"54063";"10";"1";"36";"0";"0,28913947887015545";"7";"0,3026040821478095";"0,000015552246910179046";"0";"6";"6";"0";"18";"0,20000000298023224";"7";"3199";"0";"0";"0";"2"
"54064";"10";"1";"63";"582,5919839989803";"0,30009664032744016";"7";"0,31411297233421587";"0,000022575247903618437";"2";"7";"9";"0,0004024605270201019";"18";"0,3035714328289032";"12";"1043";"0";"1";"2";"3"
"54065";"10";"1";"1";"0";"0,29786153585736047";"7";"0,31265165660883537";"0,00003085937512078094";"1";"3";"4";"0,0028715295297203464";"18";"1";"4";"1043";"0";"0";"1";"1"
"54066";"10";"4";"4487";"713691,642107452";"0,32723778824696254";"7";"0,34883861481700656";"0,004727385374352425";"506";"42";"548";"0,5127981438930148";"21";"0,019328031688928604";"864";"1043";"0";"85";"677";"0"
"54067";"10";"4";"218";"12016,507468424616";"0,29816436035018357";"7";"0,31326730351165905";"0,0000794076558910948";"4";"7";"11";"0,010244961115352245";"18";"0,3472222089767456";"12";"1043";"0";"0";"4";"2"
"54068";"10";"1";"83";"179,6474674896559";"0,3107972933215652";"7";"0,328365878725578";"0,000019146515001533446";"1";"12";"13";"0,00019980386974833048";"18";"0,18939393758773804";"13";"1500";"0";"0";"1";"3"
"54069";"10";"1";"1";"0";"0,2950544844928751";"7";"0,3082282647907572";"0,000015552246910179046";"0";"3";"3";"0";"18";"0,5";"4";"3200";"0";"0";"0";"1"
"54070";"10";"4";"131";"283,8871262252135";"0,17496354235715234";"10";"0,17819241859779464";"0,000038140050876472466";"2";"1";"3";"0,0028242472020338165";"16";"0";"3";"1043";"0";"1";"1";"0"
"54072";"10";"4";"133";"18305,714674501276";"0,29657303370786514";"7";"0,3111172750971866";"0,00011621676786127256";"16";"13";"29";"0,008195998923387945";"7";"0,10999999940395355";"39";"1043";"0";"9";"12";"2"
"54074";"10";"1";"11";"0";"0,28451341739411573";"7";"0,2968998015872971";"0,000015552246910179046";"1";"3";"4";"0,0001927139082221773";"16";"0,5";"4";"3201";"0";"0";"1";"1"
"54076";"10";"4";"111";"35,83739092400201";"0,27873092963099827";"7";"0,29055510461760153";"0,00001885811275800981";"1";"1";"2";"0,0001857527576717709";"21";"0";"2";"2692";"0";"1";"0";"0"
"54077";"10";"2";"101";"0";"0";"0";"0";"0,00002521412757281438";"1";"0";"1";"0,00033751152090629133";"18";"0";"1";"521";"0";"0";"1";"0"
"54078";"10";"1";"21";"0";"0";"0";"0";"0,000017756157475399556";"1";"0";"1";"0,0001857527576717709";"18";"0";"1";"3197";"0";"1";"0";"0"
"54079";"10";"4";"128";"10537,192032801371";"0,31124344083485644";"7";"0,327513778764004";"0,000026101891179862524";"2";"12";"14";"0,001554347275612432";"7";"0,3636363744735718";"27";"1043";"0";"0";"7";"3"
"54080";"10";"4";"127";"13260,577001128535";"0,2727319694151684";"7";"0,2838299100659383";"0,00013011921525724317";"9";"8";"17";"0,022995742063733306";"18";"0,10833333432674408";"22";"1043";"0";"8";"2";"0"
"54081";"10";"1";"1";"0";"0";"0";"0";"0,000016908894858417958";"1";"0";"1";"0,0001928412044116335";"18";"0";"1";"1499";"0";"1";"0";"0"
"54083";"10";"1";"6";"0";"0,25668449197860965";"8";"0,26678999819625193";"0,000015552246910179046";"0";"2";"2";"0";"18";"0";"2";"3206";"0";"0";"0";"1"
"54084";"10";"1";"12";"112,20821167927673";"0,27641637867839564";"8";"0,28851987660000283";"0,00003350406779904555";"3";"5";"8";"0,003298748120812592";"18";"0,2380952388048172";"9";"1043";"0";"1";"3";"1"
"54085";"10";"1";"6";"0";"0,2563355665598602";"8";"0,26619656385281776";"0,000015552246910179046";"0";"1";"1";"0";"18";"0";"1";"3207";"0";"0";"0";"1"
"54087";"10";"1";"16";"0";"0,2890141770211834";"7";"0,30241883116882506";"0,000015552246910179046";"0";"4";"4";"0";"18";"0,3333333432674408";"5";"3208";"0";"0";"0";"1"
"54089";"10";"4";"156";"10590,394064050965";"0,30636643259242063";"7";"0,3228930443175448";"0,000031240371430168895";"1";"9";"10";"0,0009835664380329096";"18";"0,375";"10";"1043";"0";"0";"1";"2"
"54090";"10";"4";"111";"0";"0,24858757062146894";"8";"0,25703327922078406";"0,000015552246910179046";"1";"2";"3";"0,0001927139082221773";"16";"0,5";"6";"3211";"0";"0";"2";"1"
"54091";"10";"1";"30";"154,42596302715455";"0,3090568467888297";"7";"0,3248396611912303";"0,00004738567267033179";"3";"8";"11";"0,017982514303570746";"18";"0,6805555820465088";"14";"1043";"0";"0";"3";"3"
"54092";"10";"1";"36";"0";"0,26531022356191913";"8";"0,27599570788360883";"0,000015552246910179046";"0";"3";"3";"0";"18";"0,1666666716337204";"5";"3214";"0";"0";"0";"1"
"54093";"10";"4";"280";"17238,857631067804";"0,3288481903694014";"7";"0,34793386193271086";"0,0002804771932913673";"24";"16";"40";"0,037611756723863396";"36";"0,21666666865348816";"60";"1043";"0";"4";"31";"7"
"54097";"10";"1";"1";"0";"0";"0";"0";"0,000061018009007812106";"1";"0";"1";"0,011455811015241107";"18";"0";"1";"532";"0";"0";"1";"0"
"54098";"10";"1";"6";"0";"0,2891249589311138";"7";"0,3023020382395318";"0,000015552246910179046";"0";"3";"3";"0";"16";"0,3333333432674408";"3";"3217";"0";"0";"0";"1"
"54099";"10";"1";"11";"0";"0,2873469387755102";"7";"0,3007034632034573";"0,000015552246910179046";"0";"1";"1";"0";"18";"0";"1";"3218";"0";"0";"0";"1"
"54100";"10";"4";"199";"215,34070837493397";"0,28900689806197305";"7";"0,30212432008226037";"0,00002803094752909985";"3";"4";"7";"0,0010512408709067117";"18";"0,4000000059604645";"7";"1043";"0";"2";"1";"0"
"54101";"10";"1";"11";"0";"0,26916802610114193";"8";"0,28033572330447315";"0,000015552246910179046";"0";"2";"2";"0";"16";"0,5";"2";"3219";"0";"0";"0";"1"
"54110";"10";"4";"345";"11280,359384517287";"0,2846896402955293";"7";"0,2981742573900118";"0,00007121779981061171";"11";"5";"16";"0,00592326114570653";"7";"0,15934066474437714";"38";"1043";"0";"7";"14";"0"
"54111";"10";"1";"6";"0";"0,2873469387755102";"7";"0,3007034632034573";"0,000015552246910179046";"0";"1";"1";"0";"18";"0";"1";"3222";"0";"0";"0";"1"
"54112";"10";"4";"116";"0";"0,29664587898196526";"7";"0,31133432539681694";"0,000015552246910179046";"0";"4";"4";"0";"7";"0,4166666567325592";"4";"3223";"0";"0";"0";"1"
"54113";"10";"2";"101";"0";"0,28803665921117233";"7";"0,3020463564213501";"0,000015552246910179046";"0";"3";"3";"0";"16";"0,5";"3";"3225";"0";"0";"0";"1"
"54115";"10";"1";"1";"0";"0,2467289719626168";"8";"0,2550703463203504";"0,000015552246910179046";"0";"1";"1";"0";"18";"0";"1";"3226";"0";"0";"0";"1"
"54118";"10";"4";"134";"0";"0,2941897387332182";"7";"0,3084954148294343";"0,000015552246910179046";"1";"5";"6";"0,0001927139082221773";"20";"0,30000001192092896";"8";"3228";"0";"1";"0";"2"
"54119";"10";"4";"118";"20,927577876696063";"0,27315533478215875";"8";"0,2848638811463191";"0,000019953771856181804";"2";"3";"5";"0,0006258921897121719";"18";"0,25";"6";"1043";"0";"0";"2";"1"
"54121";"10";"1";"16";"0";"0,24268186204678094";"8";"0,250527497497774";"0,000015552246910179046";"0";"2";"2";"0";"16";"0";"2";"3229";"0";"0";"0";"1"
"54123";"10";"1";"6";"0";"0,3080333702817805";"7";"0,32334190115438927";"0,000015552246910179046";"0";"5";"5";"0";"16";"0,75";"5";"3230";"0";"0";"0";"1"
"54127";"10";"4";"118";"0";"0,25055769139494044";"7";"0,25935016552558027";"0,00002399005105819466";"1";"2";"3";"0,00027401425375901873";"18";"0,5";"3";"1043";"0";"0";"1";"1"
"54130";"10";"1";"8";"0";"0,27113073842045804";"8";"0,28235412157287004";"0,000015552246910179046";"0";"1";"1";"0";"18";"0";"1";"3231";"0";"0";"0";"1"
"54131";"10";"1";"46";"15,933707455161471";"0,2715630303965437";"8";"0,28302196067820956";"0,000017205179834094426";"1";"1";"2";"0,0001927139082221773";"18";"0";"2";"3053";"0";"1";"0";"0"
"54132";"10";"1";"13";"0";"0,2977835429473803";"7";"0,31299197330446393";"0,000015552246910179046";"0";"2";"2";"0";"20";"1";"2";"3232";"0";"0";"0";"1"
"54133";"10";"4";"154";"3,391580924704618";"0,2922225297536673";"7";"0,30588765909848736";"0,00002701168543312892";"2";"3";"5";"0,00246217373738669";"16";"0,5";"6";"1043";"0";"1";"1";"1"
"54134";"10";"1";"73";"10500,436485245871";"0,290741862642507";"7";"0,3050207921774437";"0,00005214586141073589";"2";"3";"5";"0,014541073325821548";"18";"0,25";"5";"1043";"0";"1";"1";"1"
"54136";"10";"4";"176";"1658,0630352955652";"0,2760405772850868";"8";"0,28785236200939635";"0,00007123843322446154";"3";"3";"6";"0,019252305466930193";"21";"0,3499999940395355";"8";"1043";"0";"1";"3";"1"
"54137";"10";"1";"8";"10811,534993868696";"0,30777751865671643";"7";"0,32396693096635115";"0,00003589344040225376";"2";"8";"10";"0,011009928732241415";"16";"0,4821428656578064";"10";"1043";"0";"0";"2";"2"
"54141";"10";"4";"159";"12088,587850313732";"0,32040543821315853";"7";"0,33929135207784955";"0,000042654005875588456";"2";"18";"20";"0,009349194220693175";"18";"0,3236842155456543";"30";"1043";"0";"0";"6";"10"
"54143";"10";"1";"16";"0";"0,2767440641543058";"7";"0,2884415584415561";"0,000015552246910179046";"0";"3";"3";"0";"16";"0,1666666716337204";"3";"3235";"0";"0";"0";"2"
"54144";"10";"1";"6";"0";"0,26609204092948235";"8";"0,277037723594837";"0,000046239656749832166";"1";"1";"2";"0,006098487430934403";"18";"0";"2";"1043";"0";"0";"1";"1"
"54145";"10";"4";"558";"56323,01684195502";"0,3215177538217918";"7";"0,3407671005511355";"0,00015594683950887394";"11";"23";"34";"0,033759684759945466";"18";"0,21969696879386902";"57";"1043";"0";"7";"12";"12"
"54147";"10";"1";"1";"0";"0";"0";"0";"0,00001937213132270142";"1";"0";"1";"0,00033620641591836634";"16";"0";"1";"816";"0";"1";"0";"0"
"54149";"10";"1";"101";"0";"0";"0";"0";"0,00003606044390582317";"1";"0";"1";"0,0034372346785055486";"7";"0";"1";"914";"0";"0";"1";"0"
"54152";"10";"1";"8";"0";"0,26611561917242077";"8";"0,27707995129870167";"0,000015552246910179046";"0";"1";"1";"0";"18";"0";"1";"3236";"0";"0";"0";"1"
"54154";"10";"3";"108";"0";"0,2594576004716518";"8";"0,26949418851047585";"0,000015552246910179046";"0";"2";"2";"0";"18";"0";"2";"3238";"0";"0";"0";"1"
"54155";"10";"1";"101";"0";"0,26128266033254155";"8";"0,27164569805195027";"0,000015552246910179046";"0";"3";"3";"0";"18";"0";"3";"3239";"0";"0";"0";"1"
"54156";"10";"4";"170";"1285,2149128676936";"0,2976264306252467";"7";"0,3115971639650277";"0,00009023182522849918";"4";"6";"10";"0,019411290668842566";"16";"0,523809552192688";"11";"1043";"0";"0";"4";"3"
"54157";"10";"1";"42";"1532,4846554636465";"0,30203684632108935";"7";"0,3175939707195523";"0,00003754260795528123";"3";"7";"10";"0,0033225910520589316";"18";"0,3571428656578064";"10";"1043";"0";"2";"1";"2"
"54158";"10";"1";"36";"290,66472453064625";"0,2873469387755102";"7";"0,3007034632034573";"0,000022163978605840573";"1";"1";"2";"0,0001857527576717709";"18";"0";"2";"3237";"0";"1";"0";"0"
"54159";"10";"4";"131";"12371,544877518869";"0,25360299769408146";"8";"0,26342132799321827";"0,00004429678376763817";"10";"3";"13";"0,002656882815250236";"7";"0,12727272510528564";"14";"1043";"0";"10";"1";"0"
"54160";"10";"1";"53";"122,43956139911424";"0,27725840336134455";"8";"0,2893091675010571";"0,00005274598964387226";"4";"5";"9";"0,007417067460098891";"16";"0,380952388048172";"12";"1043";"0";"2";"4";"1"
"54161";"10";"1";"1";"630,432643497042";"0,28012735473600425";"7";"0,29230509024977325";"0,0000281104460021999";"1";"3";"4";"0,0002638362982443305";"22";"0,3333333432674408";"4";"1043";"0";"0";"1";"1"
"54162";"10";"1";"3";"0";"0,2873237903445273";"7";"0,30066571049711205";"0,00003559104191552428";"1";"1";"2";"0,011076386368206419";"18";"0";"3";"1043";"0";"0";"2";"1"
"54164";"10";"1";"6";"0";"0,2978171357662587";"7";"0,31235840548339755";"0,000015552246910179046";"1";"4";"5";"0,0001927139082221773";"18";"0,4166666567325592";"7";"3240";"0";"0";"1";"1"
"54165";"10";"3";"108";"0";"0,2574368477518775";"8";"0,2673026096212331";"0,00003649503200376458";"1";"1";"2";"0,003454393243676755";"16";"0";"3";"1043";"0";"0";"2";"1"
